"date","count","package"
2015-11-09,3,"rfigshare"
2015-11-10,14,"rfigshare"
2015-11-11,22,"rfigshare"
2015-11-12,22,"rfigshare"
2015-11-13,10,"rfigshare"
2015-11-14,8,"rfigshare"
2015-11-15,0,"rfigshare"
2015-11-16,7,"rfigshare"
2015-11-17,11,"rfigshare"
2015-11-18,9,"rfigshare"
2015-11-19,10,"rfigshare"
2015-11-20,7,"rfigshare"
2015-11-21,19,"rfigshare"
2015-11-22,7,"rfigshare"
2015-11-23,15,"rfigshare"
2015-11-24,8,"rfigshare"
2015-11-25,8,"rfigshare"
2015-11-26,15,"rfigshare"
2015-11-27,7,"rfigshare"
2015-11-28,5,"rfigshare"
2015-11-29,8,"rfigshare"
2015-11-30,11,"rfigshare"
2015-12-01,13,"rfigshare"
2015-12-02,16,"rfigshare"
2015-12-03,18,"rfigshare"
2015-12-04,13,"rfigshare"
2015-12-05,12,"rfigshare"
2015-12-06,7,"rfigshare"
2015-12-07,9,"rfigshare"
2015-12-08,34,"rfigshare"
2015-12-09,18,"rfigshare"
2015-12-10,18,"rfigshare"
2015-12-11,51,"rfigshare"
2015-12-12,23,"rfigshare"
2015-12-13,11,"rfigshare"
2015-12-14,17,"rfigshare"
2015-12-15,16,"rfigshare"
2015-12-16,20,"rfigshare"
2015-12-17,18,"rfigshare"
2015-12-18,14,"rfigshare"
2015-12-19,10,"rfigshare"
2015-12-20,10,"rfigshare"
2015-12-21,15,"rfigshare"
2015-12-22,15,"rfigshare"
2015-12-23,13,"rfigshare"
2015-12-24,13,"rfigshare"
2015-12-25,10,"rfigshare"
2015-12-26,9,"rfigshare"
2015-12-27,10,"rfigshare"
2015-12-28,19,"rfigshare"
2015-12-29,11,"rfigshare"
2015-12-30,17,"rfigshare"
2015-12-31,15,"rfigshare"
2016-01-01,14,"rfigshare"
2016-01-02,12,"rfigshare"
2016-01-03,12,"rfigshare"
2016-01-04,18,"rfigshare"
2016-01-05,17,"rfigshare"
2016-01-06,19,"rfigshare"
2016-01-07,19,"rfigshare"
2016-01-08,18,"rfigshare"
2016-01-09,10,"rfigshare"
2016-01-10,9,"rfigshare"
2016-01-11,13,"rfigshare"
2016-01-12,11,"rfigshare"
2016-01-13,24,"rfigshare"
2016-01-14,30,"rfigshare"
2016-01-15,13,"rfigshare"
2016-01-16,16,"rfigshare"
2016-01-17,11,"rfigshare"
2016-01-18,15,"rfigshare"
2016-01-19,23,"rfigshare"
2016-01-20,14,"rfigshare"
2016-01-21,26,"rfigshare"
2016-01-22,18,"rfigshare"
2016-01-23,14,"rfigshare"
2016-01-24,15,"rfigshare"
2016-01-25,32,"rfigshare"
2016-01-26,20,"rfigshare"
2016-01-27,27,"rfigshare"
2016-01-28,21,"rfigshare"
2016-01-29,13,"rfigshare"
2016-01-30,12,"rfigshare"
2016-01-31,9,"rfigshare"
2016-02-01,15,"rfigshare"
2016-02-02,14,"rfigshare"
2016-02-03,0,"rfigshare"
2016-02-04,17,"rfigshare"
2016-02-05,23,"rfigshare"
2016-02-06,11,"rfigshare"
2016-02-07,12,"rfigshare"
2016-02-08,19,"rfigshare"
2016-02-09,19,"rfigshare"
2016-02-10,15,"rfigshare"
2016-02-11,17,"rfigshare"
2016-02-12,14,"rfigshare"
2016-02-13,10,"rfigshare"
2016-02-14,9,"rfigshare"
2016-02-15,19,"rfigshare"
2016-02-16,64,"rfigshare"
2016-02-17,72,"rfigshare"
2016-02-18,56,"rfigshare"
2016-02-19,14,"rfigshare"
2016-02-20,14,"rfigshare"
2016-02-21,11,"rfigshare"
2016-02-22,11,"rfigshare"
2016-02-23,15,"rfigshare"
2016-02-24,19,"rfigshare"
2016-02-25,26,"rfigshare"
2016-02-26,13,"rfigshare"
2016-02-27,11,"rfigshare"
2016-02-28,12,"rfigshare"
2016-02-29,13,"rfigshare"
2016-03-01,19,"rfigshare"
2016-03-02,33,"rfigshare"
2016-03-03,20,"rfigshare"
2016-03-04,21,"rfigshare"
2016-03-05,13,"rfigshare"
2016-03-06,9,"rfigshare"
2016-03-07,48,"rfigshare"
2016-03-08,15,"rfigshare"
2016-03-09,16,"rfigshare"
2016-03-10,15,"rfigshare"
2016-03-11,12,"rfigshare"
2016-03-12,10,"rfigshare"
2016-03-13,6,"rfigshare"
2016-03-14,10,"rfigshare"
2016-03-15,9,"rfigshare"
2016-03-16,10,"rfigshare"
2016-03-17,12,"rfigshare"
2016-03-18,18,"rfigshare"
2016-03-19,13,"rfigshare"
2016-03-20,12,"rfigshare"
2016-03-21,15,"rfigshare"
2016-03-22,15,"rfigshare"
2016-03-23,23,"rfigshare"
2016-03-24,18,"rfigshare"
2016-03-25,8,"rfigshare"
2016-03-26,11,"rfigshare"
2016-03-27,16,"rfigshare"
2016-03-28,13,"rfigshare"
2016-03-29,52,"rfigshare"
2016-03-30,26,"rfigshare"
2016-03-31,17,"rfigshare"
2016-04-01,27,"rfigshare"
2016-04-02,4,"rfigshare"
2016-04-03,4,"rfigshare"
2016-04-04,6,"rfigshare"
2016-04-05,10,"rfigshare"
2016-04-06,6,"rfigshare"
2016-04-07,13,"rfigshare"
2016-04-08,12,"rfigshare"
2016-04-09,12,"rfigshare"
2016-04-10,12,"rfigshare"
2016-04-11,11,"rfigshare"
2016-04-12,10,"rfigshare"
2016-04-13,5,"rfigshare"
2016-04-14,8,"rfigshare"
2016-04-15,1,"rfigshare"
2016-04-16,1,"rfigshare"
2016-04-17,4,"rfigshare"
2016-04-18,6,"rfigshare"
2016-04-19,8,"rfigshare"
2016-04-20,10,"rfigshare"
2016-04-21,13,"rfigshare"
2016-04-22,8,"rfigshare"
2016-04-23,7,"rfigshare"
2016-04-24,10,"rfigshare"
2016-04-25,7,"rfigshare"
2016-04-26,22,"rfigshare"
2016-04-27,15,"rfigshare"
2016-04-28,8,"rfigshare"
2016-04-29,2,"rfigshare"
2016-04-30,6,"rfigshare"
2016-05-01,2,"rfigshare"
2016-05-02,6,"rfigshare"
2016-05-03,6,"rfigshare"
2016-05-04,12,"rfigshare"
2016-05-05,10,"rfigshare"
2016-05-06,6,"rfigshare"
2016-05-07,6,"rfigshare"
2016-05-08,6,"rfigshare"
2016-05-09,6,"rfigshare"
2016-05-10,11,"rfigshare"
2016-05-11,12,"rfigshare"
2016-05-12,10,"rfigshare"
2016-05-13,10,"rfigshare"
2016-05-14,5,"rfigshare"
2016-05-15,3,"rfigshare"
2016-05-16,9,"rfigshare"
2016-05-17,5,"rfigshare"
2016-05-18,5,"rfigshare"
2016-05-19,10,"rfigshare"
2011-10-26,0,"rfishbase"
2011-10-27,0,"rfishbase"
2011-10-28,0,"rfishbase"
2011-10-29,0,"rfishbase"
2011-10-30,0,"rfishbase"
2011-10-31,0,"rfishbase"
2011-11-01,0,"rfishbase"
2011-11-02,0,"rfishbase"
2011-11-03,0,"rfishbase"
2011-11-04,0,"rfishbase"
2011-11-05,0,"rfishbase"
2011-11-06,0,"rfishbase"
2011-11-07,0,"rfishbase"
2011-11-08,0,"rfishbase"
2011-11-09,0,"rfishbase"
2011-11-10,0,"rfishbase"
2011-11-11,0,"rfishbase"
2011-11-12,0,"rfishbase"
2011-11-13,0,"rfishbase"
2011-11-14,0,"rfishbase"
2011-11-15,0,"rfishbase"
2011-11-16,0,"rfishbase"
2011-11-17,0,"rfishbase"
2011-11-18,0,"rfishbase"
2011-11-19,0,"rfishbase"
2011-11-20,0,"rfishbase"
2011-11-21,0,"rfishbase"
2011-11-22,0,"rfishbase"
2011-11-23,0,"rfishbase"
2011-11-24,0,"rfishbase"
2011-11-25,0,"rfishbase"
2011-11-26,0,"rfishbase"
2011-11-27,0,"rfishbase"
2011-11-28,0,"rfishbase"
2011-11-29,0,"rfishbase"
2011-11-30,0,"rfishbase"
2011-12-01,0,"rfishbase"
2011-12-02,0,"rfishbase"
2011-12-03,0,"rfishbase"
2011-12-04,0,"rfishbase"
2011-12-05,0,"rfishbase"
2011-12-06,0,"rfishbase"
2011-12-07,0,"rfishbase"
2011-12-08,0,"rfishbase"
2011-12-09,0,"rfishbase"
2011-12-10,0,"rfishbase"
2011-12-11,0,"rfishbase"
2011-12-12,0,"rfishbase"
2011-12-13,0,"rfishbase"
2011-12-14,0,"rfishbase"
2011-12-15,0,"rfishbase"
2011-12-16,0,"rfishbase"
2011-12-17,0,"rfishbase"
2011-12-18,0,"rfishbase"
2011-12-19,0,"rfishbase"
2011-12-20,0,"rfishbase"
2011-12-21,0,"rfishbase"
2011-12-22,0,"rfishbase"
2011-12-23,0,"rfishbase"
2011-12-24,0,"rfishbase"
2011-12-25,0,"rfishbase"
2011-12-26,0,"rfishbase"
2011-12-27,0,"rfishbase"
2011-12-28,0,"rfishbase"
2011-12-29,0,"rfishbase"
2011-12-30,0,"rfishbase"
2011-12-31,0,"rfishbase"
2012-01-01,0,"rfishbase"
2012-01-02,0,"rfishbase"
2012-01-03,0,"rfishbase"
2012-01-04,0,"rfishbase"
2012-01-05,0,"rfishbase"
2012-01-06,0,"rfishbase"
2012-01-07,0,"rfishbase"
2012-01-08,0,"rfishbase"
2012-01-09,0,"rfishbase"
2012-01-10,0,"rfishbase"
2012-01-11,0,"rfishbase"
2012-01-12,0,"rfishbase"
2012-01-13,0,"rfishbase"
2012-01-14,0,"rfishbase"
2012-01-15,0,"rfishbase"
2012-01-16,0,"rfishbase"
2012-01-17,0,"rfishbase"
2012-01-18,0,"rfishbase"
2012-01-19,0,"rfishbase"
2012-01-20,0,"rfishbase"
2012-01-21,0,"rfishbase"
2012-01-22,0,"rfishbase"
2012-01-23,0,"rfishbase"
2012-01-24,0,"rfishbase"
2012-01-25,0,"rfishbase"
2012-01-26,0,"rfishbase"
2012-01-27,0,"rfishbase"
2012-01-28,0,"rfishbase"
2012-01-29,0,"rfishbase"
2012-01-30,0,"rfishbase"
2012-01-31,0,"rfishbase"
2012-02-01,0,"rfishbase"
2012-02-02,0,"rfishbase"
2012-02-03,0,"rfishbase"
2012-02-04,0,"rfishbase"
2012-02-05,0,"rfishbase"
2012-02-06,0,"rfishbase"
2012-02-07,0,"rfishbase"
2012-02-08,0,"rfishbase"
2012-02-09,0,"rfishbase"
2012-02-10,0,"rfishbase"
2012-02-11,0,"rfishbase"
2012-02-12,0,"rfishbase"
2012-02-13,0,"rfishbase"
2012-02-14,0,"rfishbase"
2012-02-15,0,"rfishbase"
2012-02-16,0,"rfishbase"
2012-02-17,0,"rfishbase"
2012-02-18,0,"rfishbase"
2012-02-19,0,"rfishbase"
2012-02-20,0,"rfishbase"
2012-02-21,0,"rfishbase"
2012-02-22,0,"rfishbase"
2012-02-23,0,"rfishbase"
2012-02-24,0,"rfishbase"
2012-02-25,0,"rfishbase"
2012-02-26,0,"rfishbase"
2012-02-27,0,"rfishbase"
2012-02-28,0,"rfishbase"
2012-02-29,0,"rfishbase"
2012-03-01,0,"rfishbase"
2012-03-02,0,"rfishbase"
2012-03-03,0,"rfishbase"
2012-03-04,0,"rfishbase"
2012-03-05,0,"rfishbase"
2012-03-06,0,"rfishbase"
2012-03-07,0,"rfishbase"
2012-03-08,0,"rfishbase"
2012-03-09,0,"rfishbase"
2012-03-10,0,"rfishbase"
2012-03-11,0,"rfishbase"
2012-03-12,0,"rfishbase"
2012-03-13,0,"rfishbase"
2012-03-14,0,"rfishbase"
2012-03-15,0,"rfishbase"
2012-03-16,0,"rfishbase"
2012-03-17,0,"rfishbase"
2012-03-18,0,"rfishbase"
2012-03-19,0,"rfishbase"
2012-03-20,0,"rfishbase"
2012-03-21,0,"rfishbase"
2012-03-22,0,"rfishbase"
2012-03-23,0,"rfishbase"
2012-03-24,0,"rfishbase"
2012-03-25,0,"rfishbase"
2012-03-26,0,"rfishbase"
2012-03-27,0,"rfishbase"
2012-03-28,0,"rfishbase"
2012-03-29,0,"rfishbase"
2012-03-30,0,"rfishbase"
2012-03-31,0,"rfishbase"
2012-04-01,0,"rfishbase"
2012-04-02,0,"rfishbase"
2012-04-03,0,"rfishbase"
2012-04-04,0,"rfishbase"
2012-04-05,0,"rfishbase"
2012-04-06,0,"rfishbase"
2012-04-07,0,"rfishbase"
2012-04-08,0,"rfishbase"
2012-04-09,0,"rfishbase"
2012-04-10,0,"rfishbase"
2012-04-11,0,"rfishbase"
2012-04-12,0,"rfishbase"
2012-04-13,0,"rfishbase"
2012-04-14,0,"rfishbase"
2012-04-15,0,"rfishbase"
2012-04-16,0,"rfishbase"
2012-04-17,0,"rfishbase"
2012-04-18,0,"rfishbase"
2012-04-19,0,"rfishbase"
2012-04-20,0,"rfishbase"
2012-04-21,0,"rfishbase"
2012-04-22,0,"rfishbase"
2012-04-23,0,"rfishbase"
2012-04-24,0,"rfishbase"
2012-04-25,0,"rfishbase"
2012-04-26,0,"rfishbase"
2012-04-27,0,"rfishbase"
2012-04-28,0,"rfishbase"
2012-04-29,0,"rfishbase"
2012-04-30,0,"rfishbase"
2012-05-01,0,"rfishbase"
2012-05-02,0,"rfishbase"
2012-05-03,0,"rfishbase"
2012-05-04,0,"rfishbase"
2012-05-05,0,"rfishbase"
2012-05-06,0,"rfishbase"
2012-05-07,0,"rfishbase"
2012-05-08,0,"rfishbase"
2012-05-09,0,"rfishbase"
2012-05-10,0,"rfishbase"
2012-05-11,0,"rfishbase"
2012-05-12,0,"rfishbase"
2012-05-13,0,"rfishbase"
2012-05-14,0,"rfishbase"
2012-05-15,0,"rfishbase"
2012-05-16,0,"rfishbase"
2012-05-17,0,"rfishbase"
2012-05-18,0,"rfishbase"
2012-05-19,0,"rfishbase"
2012-05-20,0,"rfishbase"
2012-05-21,0,"rfishbase"
2012-05-22,0,"rfishbase"
2012-05-23,0,"rfishbase"
2012-05-24,0,"rfishbase"
2012-05-25,0,"rfishbase"
2012-05-26,0,"rfishbase"
2012-05-27,0,"rfishbase"
2012-05-28,0,"rfishbase"
2012-05-29,0,"rfishbase"
2012-05-30,0,"rfishbase"
2012-05-31,0,"rfishbase"
2012-06-01,0,"rfishbase"
2012-06-02,0,"rfishbase"
2012-06-03,0,"rfishbase"
2012-06-04,0,"rfishbase"
2012-06-05,0,"rfishbase"
2012-06-06,0,"rfishbase"
2012-06-07,0,"rfishbase"
2012-06-08,0,"rfishbase"
2012-06-09,0,"rfishbase"
2012-06-10,0,"rfishbase"
2012-06-11,0,"rfishbase"
2012-06-12,0,"rfishbase"
2012-06-13,0,"rfishbase"
2012-06-14,0,"rfishbase"
2012-06-15,0,"rfishbase"
2012-06-16,0,"rfishbase"
2012-06-17,0,"rfishbase"
2012-06-18,0,"rfishbase"
2012-06-19,0,"rfishbase"
2012-06-20,0,"rfishbase"
2012-06-21,0,"rfishbase"
2012-06-22,0,"rfishbase"
2012-06-23,0,"rfishbase"
2012-06-24,0,"rfishbase"
2012-06-25,0,"rfishbase"
2012-06-26,0,"rfishbase"
2012-06-27,0,"rfishbase"
2012-06-28,0,"rfishbase"
2012-06-29,0,"rfishbase"
2012-06-30,0,"rfishbase"
2012-07-01,0,"rfishbase"
2012-07-02,0,"rfishbase"
2012-07-03,0,"rfishbase"
2012-07-04,0,"rfishbase"
2012-07-05,0,"rfishbase"
2012-07-06,0,"rfishbase"
2012-07-07,0,"rfishbase"
2012-07-08,0,"rfishbase"
2012-07-09,0,"rfishbase"
2012-07-10,0,"rfishbase"
2012-07-11,0,"rfishbase"
2012-07-12,0,"rfishbase"
2012-07-13,0,"rfishbase"
2012-07-14,0,"rfishbase"
2012-07-15,0,"rfishbase"
2012-07-16,0,"rfishbase"
2012-07-17,0,"rfishbase"
2012-07-18,0,"rfishbase"
2012-07-19,0,"rfishbase"
2012-07-20,0,"rfishbase"
2012-07-21,0,"rfishbase"
2012-07-22,0,"rfishbase"
2012-07-23,0,"rfishbase"
2012-07-24,0,"rfishbase"
2012-07-25,0,"rfishbase"
2012-07-26,0,"rfishbase"
2012-07-27,0,"rfishbase"
2012-07-28,0,"rfishbase"
2012-07-29,0,"rfishbase"
2012-07-30,0,"rfishbase"
2012-07-31,0,"rfishbase"
2012-08-01,0,"rfishbase"
2012-08-02,0,"rfishbase"
2012-08-03,0,"rfishbase"
2012-08-04,0,"rfishbase"
2012-08-05,0,"rfishbase"
2012-08-06,0,"rfishbase"
2012-08-07,0,"rfishbase"
2012-08-08,0,"rfishbase"
2012-08-09,0,"rfishbase"
2012-08-10,0,"rfishbase"
2012-08-11,0,"rfishbase"
2012-08-12,0,"rfishbase"
2012-08-13,0,"rfishbase"
2012-08-14,0,"rfishbase"
2012-08-15,0,"rfishbase"
2012-08-16,0,"rfishbase"
2012-08-17,0,"rfishbase"
2012-08-18,0,"rfishbase"
2012-08-19,0,"rfishbase"
2012-08-20,0,"rfishbase"
2012-08-21,0,"rfishbase"
2012-08-22,0,"rfishbase"
2012-08-23,0,"rfishbase"
2012-08-24,0,"rfishbase"
2012-08-25,0,"rfishbase"
2012-08-26,0,"rfishbase"
2012-08-27,0,"rfishbase"
2012-08-28,0,"rfishbase"
2012-08-29,0,"rfishbase"
2012-08-30,0,"rfishbase"
2012-08-31,0,"rfishbase"
2012-09-01,0,"rfishbase"
2012-09-02,0,"rfishbase"
2012-09-03,0,"rfishbase"
2012-09-04,0,"rfishbase"
2012-09-05,0,"rfishbase"
2012-09-06,0,"rfishbase"
2012-09-07,0,"rfishbase"
2012-09-08,0,"rfishbase"
2012-09-09,0,"rfishbase"
2012-09-10,0,"rfishbase"
2012-09-11,0,"rfishbase"
2012-09-12,0,"rfishbase"
2012-09-13,0,"rfishbase"
2012-09-14,0,"rfishbase"
2012-09-15,0,"rfishbase"
2012-09-16,0,"rfishbase"
2012-09-17,0,"rfishbase"
2012-09-18,0,"rfishbase"
2012-09-19,0,"rfishbase"
2012-09-20,0,"rfishbase"
2012-09-21,0,"rfishbase"
2012-09-22,0,"rfishbase"
2012-09-23,0,"rfishbase"
2012-09-24,0,"rfishbase"
2012-09-25,0,"rfishbase"
2012-09-26,0,"rfishbase"
2012-09-27,0,"rfishbase"
2012-09-28,0,"rfishbase"
2012-09-29,0,"rfishbase"
2012-09-30,0,"rfishbase"
2012-10-01,0,"rfishbase"
2012-10-02,0,"rfishbase"
2012-10-03,0,"rfishbase"
2012-10-04,0,"rfishbase"
2012-10-05,0,"rfishbase"
2012-10-06,0,"rfishbase"
2012-10-07,0,"rfishbase"
2012-10-08,0,"rfishbase"
2012-10-09,0,"rfishbase"
2012-10-10,1,"rfishbase"
2012-10-11,0,"rfishbase"
2012-10-12,0,"rfishbase"
2012-10-13,0,"rfishbase"
2012-10-14,0,"rfishbase"
2012-10-15,0,"rfishbase"
2012-10-16,0,"rfishbase"
2012-10-17,2,"rfishbase"
2012-10-18,5,"rfishbase"
2012-10-19,0,"rfishbase"
2012-10-20,0,"rfishbase"
2012-10-21,0,"rfishbase"
2012-10-22,0,"rfishbase"
2012-10-23,0,"rfishbase"
2012-10-24,0,"rfishbase"
2012-10-25,0,"rfishbase"
2012-10-26,0,"rfishbase"
2012-10-27,0,"rfishbase"
2012-10-28,0,"rfishbase"
2012-10-29,0,"rfishbase"
2012-10-30,0,"rfishbase"
2012-10-31,0,"rfishbase"
2012-11-01,3,"rfishbase"
2012-11-02,1,"rfishbase"
2012-11-03,2,"rfishbase"
2012-11-04,4,"rfishbase"
2012-11-05,2,"rfishbase"
2012-11-06,0,"rfishbase"
2012-11-07,0,"rfishbase"
2012-11-08,0,"rfishbase"
2012-11-09,1,"rfishbase"
2012-11-10,0,"rfishbase"
2012-11-11,1,"rfishbase"
2012-11-12,2,"rfishbase"
2012-11-13,0,"rfishbase"
2012-11-14,1,"rfishbase"
2012-11-15,7,"rfishbase"
2012-11-16,1,"rfishbase"
2012-11-17,0,"rfishbase"
2012-11-18,2,"rfishbase"
2012-11-19,3,"rfishbase"
2012-11-20,1,"rfishbase"
2012-11-21,0,"rfishbase"
2012-11-22,5,"rfishbase"
2012-11-23,0,"rfishbase"
2012-11-24,1,"rfishbase"
2012-11-25,3,"rfishbase"
2012-11-26,2,"rfishbase"
2012-11-27,0,"rfishbase"
2012-11-28,3,"rfishbase"
2012-11-29,4,"rfishbase"
2012-11-30,4,"rfishbase"
2012-12-01,2,"rfishbase"
2012-12-02,2,"rfishbase"
2012-12-03,0,"rfishbase"
2012-12-04,3,"rfishbase"
2012-12-05,0,"rfishbase"
2012-12-06,1,"rfishbase"
2012-12-07,0,"rfishbase"
2012-12-08,3,"rfishbase"
2012-12-09,3,"rfishbase"
2012-12-10,3,"rfishbase"
2012-12-11,1,"rfishbase"
2012-12-12,2,"rfishbase"
2012-12-13,2,"rfishbase"
2012-12-14,4,"rfishbase"
2012-12-15,3,"rfishbase"
2012-12-16,1,"rfishbase"
2012-12-17,2,"rfishbase"
2012-12-18,2,"rfishbase"
2012-12-19,0,"rfishbase"
2012-12-20,4,"rfishbase"
2012-12-21,1,"rfishbase"
2012-12-22,2,"rfishbase"
2012-12-23,2,"rfishbase"
2012-12-24,0,"rfishbase"
2012-12-25,1,"rfishbase"
2012-12-26,4,"rfishbase"
2012-12-27,2,"rfishbase"
2012-12-28,0,"rfishbase"
2012-12-29,0,"rfishbase"
2012-12-30,0,"rfishbase"
2012-12-31,0,"rfishbase"
2013-01-01,1,"rfishbase"
2013-01-02,3,"rfishbase"
2013-01-03,1,"rfishbase"
2013-01-04,1,"rfishbase"
2013-01-05,4,"rfishbase"
2013-01-06,0,"rfishbase"
2013-01-07,1,"rfishbase"
2013-01-08,3,"rfishbase"
2013-01-09,1,"rfishbase"
2013-01-10,2,"rfishbase"
2013-01-11,9,"rfishbase"
2013-01-12,1,"rfishbase"
2013-01-13,3,"rfishbase"
2013-01-14,1,"rfishbase"
2013-01-15,2,"rfishbase"
2013-01-16,1,"rfishbase"
2013-01-17,3,"rfishbase"
2013-01-18,5,"rfishbase"
2013-01-19,1,"rfishbase"
2013-01-20,2,"rfishbase"
2013-01-21,2,"rfishbase"
2013-01-22,6,"rfishbase"
2013-01-23,1,"rfishbase"
2013-01-24,4,"rfishbase"
2013-01-25,5,"rfishbase"
2013-01-26,2,"rfishbase"
2013-01-27,0,"rfishbase"
2013-01-28,5,"rfishbase"
2013-01-29,6,"rfishbase"
2013-01-30,3,"rfishbase"
2013-01-31,4,"rfishbase"
2013-02-01,3,"rfishbase"
2013-02-02,0,"rfishbase"
2013-02-03,4,"rfishbase"
2013-02-04,1,"rfishbase"
2013-02-05,2,"rfishbase"
2013-02-06,2,"rfishbase"
2013-02-07,3,"rfishbase"
2013-02-08,0,"rfishbase"
2013-02-09,2,"rfishbase"
2013-02-10,4,"rfishbase"
2013-02-11,7,"rfishbase"
2013-02-12,2,"rfishbase"
2013-02-13,4,"rfishbase"
2013-02-14,3,"rfishbase"
2013-02-15,6,"rfishbase"
2013-02-16,4,"rfishbase"
2013-02-17,7,"rfishbase"
2013-02-18,8,"rfishbase"
2013-02-19,6,"rfishbase"
2013-02-20,7,"rfishbase"
2013-02-21,5,"rfishbase"
2013-02-22,6,"rfishbase"
2013-02-23,2,"rfishbase"
2013-02-24,4,"rfishbase"
2013-02-25,5,"rfishbase"
2013-02-26,6,"rfishbase"
2013-02-27,3,"rfishbase"
2013-02-28,7,"rfishbase"
2013-03-01,4,"rfishbase"
2013-03-02,2,"rfishbase"
2013-03-03,3,"rfishbase"
2013-03-04,14,"rfishbase"
2013-03-05,4,"rfishbase"
2013-03-06,5,"rfishbase"
2013-03-07,6,"rfishbase"
2013-03-08,4,"rfishbase"
2013-03-09,2,"rfishbase"
2013-03-10,2,"rfishbase"
2013-03-11,7,"rfishbase"
2013-03-12,25,"rfishbase"
2013-03-13,3,"rfishbase"
2013-03-14,3,"rfishbase"
2013-03-15,11,"rfishbase"
2013-03-16,3,"rfishbase"
2013-03-17,4,"rfishbase"
2013-03-18,8,"rfishbase"
2013-03-19,8,"rfishbase"
2013-03-20,6,"rfishbase"
2013-03-21,3,"rfishbase"
2013-03-22,3,"rfishbase"
2013-03-23,3,"rfishbase"
2013-03-24,1,"rfishbase"
2013-03-25,3,"rfishbase"
2013-03-26,11,"rfishbase"
2013-03-27,7,"rfishbase"
2013-03-28,4,"rfishbase"
2013-03-29,2,"rfishbase"
2013-03-30,0,"rfishbase"
2013-03-31,4,"rfishbase"
2013-04-01,0,"rfishbase"
2013-04-02,7,"rfishbase"
2013-04-03,4,"rfishbase"
2013-04-04,10,"rfishbase"
2013-04-05,6,"rfishbase"
2013-04-06,7,"rfishbase"
2013-04-07,8,"rfishbase"
2013-04-08,6,"rfishbase"
2013-04-09,5,"rfishbase"
2013-04-10,5,"rfishbase"
2013-04-11,4,"rfishbase"
2013-04-12,3,"rfishbase"
2013-04-13,2,"rfishbase"
2013-04-14,4,"rfishbase"
2013-04-15,5,"rfishbase"
2013-04-16,3,"rfishbase"
2013-04-17,6,"rfishbase"
2013-04-18,2,"rfishbase"
2013-04-19,6,"rfishbase"
2013-04-20,5,"rfishbase"
2013-04-21,3,"rfishbase"
2013-04-22,3,"rfishbase"
2013-04-23,2,"rfishbase"
2013-04-24,6,"rfishbase"
2013-04-25,6,"rfishbase"
2013-04-26,5,"rfishbase"
2013-04-27,1,"rfishbase"
2013-04-28,4,"rfishbase"
2013-04-29,2,"rfishbase"
2013-04-30,2,"rfishbase"
2013-05-01,1,"rfishbase"
2013-05-02,6,"rfishbase"
2013-05-03,1,"rfishbase"
2013-05-04,3,"rfishbase"
2013-05-05,5,"rfishbase"
2013-05-06,3,"rfishbase"
2013-05-07,4,"rfishbase"
2013-05-08,1,"rfishbase"
2013-05-09,4,"rfishbase"
2013-05-10,0,"rfishbase"
2013-05-11,4,"rfishbase"
2013-05-12,0,"rfishbase"
2013-05-13,2,"rfishbase"
2013-05-14,0,"rfishbase"
2013-05-15,2,"rfishbase"
2013-05-16,4,"rfishbase"
2013-05-17,2,"rfishbase"
2013-05-18,4,"rfishbase"
2013-05-19,4,"rfishbase"
2013-05-20,5,"rfishbase"
2013-05-21,6,"rfishbase"
2013-05-22,7,"rfishbase"
2013-05-23,14,"rfishbase"
2013-05-24,8,"rfishbase"
2013-05-25,4,"rfishbase"
2013-05-26,1,"rfishbase"
2013-05-27,7,"rfishbase"
2013-05-28,5,"rfishbase"
2013-05-29,7,"rfishbase"
2013-05-30,8,"rfishbase"
2013-05-31,4,"rfishbase"
2013-06-01,4,"rfishbase"
2013-06-02,3,"rfishbase"
2013-06-03,7,"rfishbase"
2013-06-04,3,"rfishbase"
2013-06-05,5,"rfishbase"
2013-06-06,4,"rfishbase"
2013-06-07,7,"rfishbase"
2013-06-08,5,"rfishbase"
2013-06-09,3,"rfishbase"
2013-06-10,3,"rfishbase"
2013-06-11,3,"rfishbase"
2013-06-12,4,"rfishbase"
2013-06-13,3,"rfishbase"
2013-06-14,2,"rfishbase"
2013-06-15,2,"rfishbase"
2013-06-16,2,"rfishbase"
2013-06-17,0,"rfishbase"
2013-06-18,8,"rfishbase"
2013-06-19,2,"rfishbase"
2013-06-20,8,"rfishbase"
2013-06-21,2,"rfishbase"
2013-06-22,1,"rfishbase"
2013-06-23,1,"rfishbase"
2013-06-24,5,"rfishbase"
2013-06-25,4,"rfishbase"
2013-06-26,2,"rfishbase"
2013-06-27,3,"rfishbase"
2013-06-28,8,"rfishbase"
2013-06-29,4,"rfishbase"
2013-06-30,2,"rfishbase"
2013-07-01,3,"rfishbase"
2013-07-02,3,"rfishbase"
2013-07-03,3,"rfishbase"
2013-07-04,0,"rfishbase"
2013-07-05,1,"rfishbase"
2013-07-06,2,"rfishbase"
2013-07-07,4,"rfishbase"
2013-07-08,1,"rfishbase"
2013-07-09,6,"rfishbase"
2013-07-10,5,"rfishbase"
2013-07-11,3,"rfishbase"
2013-07-12,7,"rfishbase"
2013-07-13,1,"rfishbase"
2013-07-14,0,"rfishbase"
2013-07-15,3,"rfishbase"
2013-07-16,12,"rfishbase"
